1954	-6,10	-7,20	3,80	5,10	12,20	17,20	14,80	16,80	13,80	7,90	2,00	1,70
1955	-3,40	-4,00	-0,80	5,40	10,60	14,80	17,20	16,60	13,10	7,00	3,00	0,30
1956	-1,70	-11,70	0,80	5,20	12,00	13,50	16,80	14,70	13,70	7,50	0,40	0,50
1957	-1,70	1,90	4,60	7,30	9,70	17,30	18,20	14,80	11,30	7,60	4,30	-0,80
1958	-2,60	0,80	-1,70	4,30	14,00	14,50	17,30	16,50	13,30	8,80	4,40	0,50
1959	-1,30	-1,90	4,80	8,90	12,70	16,40	18,60	17,20	11,30	7,00	3,20	1,20
1960	-2,60	-2,60	2,90	6,60	12,60	16,00	15,80	16,40	12,30	8,60	4,50	1,10
1961	-3,30	2,30	5,60	11,00	10,10	16,20	15,30	15,50	14,90	10,00	2,70	-2,60
1962	-0,60	-1,30	-0,40	9,30	10,10	14,30	15,20	16,00	12,00	7,70	3,00	-5,00
1963	-8,30	-6,30	1,20	8,80	12,40	16,40	18,80	16,60	14,10	7,90	6,70	-5,20
1964	-5,00	-1,80	-0,70	8,70	13,70	18,20	19,00	15,60	13,20	7,00	3,70	-0,90
1965	0,20	-3,60	0,60	6,80	10,90	15,60	16,00	15,40	12,90	6,60	-0,40	1,40
1966	-5,10	2,80	3,00	9,20	12,90	16,90	16,30	15,60	12,30	11,30	2,10	0,40
1967	-1,90	1,10	4,50	6,40	12,90	15,20	18,60	16,40	13,90	10,60	3,20	-0,50
1968	-3,30	0,10	4,00	8,10	11,00	16,40	16,20	16,00	13,00	9,10	3,20	-3,00
1969	-2,10	-2,70	-0,20	6,60	14,10	15,40	18,40	16,10	13,40	9,10	4,70	-6,00
1970	-3,90	-2,20	0,40	5,90	11,20	16,90	17,10	16,50	12,30	7,90	4,80	-0,30
1971	-3,60	0,60	0,40	8,30	13,90	14,00	18,00	18,70	11,10	7,40	2,50	2,90
1972	-3,60	1,40	5,00	7,10	12,00	15,50	18,50	15,90	10,60	5,80	3,80	-0,40
1973	-1,10	0,80	3,60	5,00	12,60	15,80	17,10	17,40	13,80	6,50	1,90	-0,90
1974	1,70	2,30	5,90	7,60	11,20	13,80	15,40	17,60	13,00	5,00	3,10	3,60
1975	2,70	-0,60	3,50	6,70	12,20	15,00	18,20	18,40	15,90	7,20	1,70	0,70
1976	-0,40	-0,50	-0,10	6,70	12,80	16,60	19,00	15,50	12,20	9,40	4,60	-1,90
1977	-1,20	1,10	5,50	5,50	12,00	16,10	16,20	16,00	11,10	9,20	4,30	-0,10
1978	-0,20	-2,70	4,10	6,70	11,50	14,70	15,60	14,90	11,70	8,50	3,00	-0,40
1979	-5,60	-2,00	3,40	6,50	13,40	18,10	14,70	16,00	12,50	6,60	2,80	2,80
1980	-4,90	1,00	2,10	5,10	10,10	14,90	14,90	16,20	12,70	7,30	2,00	-0,40
1981	-3,20	-0,90	6,30	6,80	13,40	16,30	16,30	16,40	13,50	8,10	3,70	-3,00
1982	-4,70	-1,70	4,10	5,60	12,90	16,60	18,90	17,50	15,20	9,40	4,10	1,30
1983	2,90	-3,00	4,10	9,20	12,70	16,40	20,50	17,70	13,40	8,50	2,20	-0,80
1984	-0,40	-1,30	1,60	6,80	11,70	14,00	15,50	16,80	12,00	9,60	4,30	-0,40
1985	-6,80	-4,70	2,60	7,80	14,00	13,50	17,90	17,20	13,00	7,90	0,30	2,30
1986	-1,30	-7,60	2,90	8,10	15,00	16,20	17,20	16,70	11,40	8,40	4,60	0,50
1987	-7,90	-1,70	-1,80	8,60	10,40	14,70	17,30	15,20	14,20	8,80	4,20	0,90
1988	2,00	1,20	1,70	8,00	14,50	15,40	17,70	16,60	12,80	8,80	0,60	1,80
1989	0,90	2,70	5,90	8,10	13,80	15,30	17,70	17,00	14,20	9,10	1,40	0,40
1990	0,90	3,80	6,60	7,20	14,00	15,90	16,90	18,10	11,40	9,20	4,00	-0,40
1991	0,20	-4,10	5,30	6,90	9,30	14,30	19,10	17,40	14,20	7,40	2,80	-1,30
1992	0,30	2,10	3,80	7,70	14,30	18,00	19,00	20,30	13,20	6,30	3,70	-0,60
1993	0,20	-2,40	2,20	9,90	15,20	15,70	16,30	16,20	12,10	7,50	-0,10	2,10
1994	2,30	-1,30	5,70	7,80	12,50	16,30	21,60	17,80	13,60	6,40	5,80	1,80
1995	-1,30	3,50	2,60	8,30	12,30	14,50	20,30	18,00	12,50	10,50	0,80	-2,60
1996	-4,30	-3,90	-0,40	8,20	11,80	15,90	15,70	16,80	10,00	9,30	4,40	-4,90
1997	-4,00	2,00	4,20	5,10	13,20	16,10	17,00	18,90	13,10	6,30	3,00	1,20
1998	0,80	3,20	3,50	9,90	14,10	17,10	17,00	16,70	12,70	8,30	0,50	-0,70
1999	0,40	-0,80	4,90	8,80	13,80	15,20	18,80	17,00	16,60	8,50	2,20	0,70
